timestamp_s,can_id_hex,dlc,data_hex,is_extended,is_remote
23.318231,18DA0BF9,8,30 20 00 F1 95 6D 64 30,1,0
23.318820,18DAF90B,8,21 30 30 38 32 5F 2E 68,1,0
23.319639,18DAF90B,8,22 65 78 20 20 20 20 20,1,0
23.320392,18DAF90B,8,23 20 20 20 20 20 20 20,1,0
23.321230,18DAF90B,8,24 20 20 20 20 20 20 20,1,0
23.321916,18DA0BF9,8,03 22 F1 8C EE AE B2 4F,1,0
23.322488,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.323112,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
23.323756,18DAF90B,8,10 09 62 F1 8C 00 13 92,1,0
23.324420,18DA0BF9,8,30 20 00 F1 8C 00 13 92,1,0
23.325026,18DAF90B,8,21 06 38 21 FF FF FF FF,1,0
23.325732,18DA0BF9,8,03 22 F1 91 EE AE B2 4F,1,0
23.327821,18DAF90B,8,10 0A 62 F1 91 31 39 38,1,0
23.328457,18DA0BF9,8,30 20 00 F1 91 31 39 38,1,0
23.329057,18DAF90B,8,21 30 37 30 30 FF FF FF,1,0
23.329746,18DA0BF9,8,01 20 F0 02 20 F9 0B DA,1,0
23.330386,18DAF90B,8,03 7F 20 11 FF FF FF FF,1,0
23.331054,18DA0BF9,8,01 82 F0 02 20 F9 0B DA,1,0
23.331642,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
23.332235,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.332794,18DAF90B,8,03 7F 82 11 FF FF FF FF,1,0
23.333356,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
23.342078,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.343057,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
23.352116,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.353081,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
23.362064,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.372122,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.373063,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
23.379193,0C00000B,8,30 FF FF FA FF FF FF 63,1,0
23.379771,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
23.381212,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
23.382063,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.383196,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
23.385218,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
23.392118,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.395214,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
23.402104,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.412183,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.422073,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.423066,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
23.431068,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.431651,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
23.432234,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
23.442114,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.443102,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
23.451109,1CECFF00,8,20 27 00 06 FF E3 FE 00,1,0
23.452165,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.453130,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
23.462113,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.472167,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.473113,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
23.479246,0C00000B,8,30 FF FF FA FF FF FF 14,1,0
23.479825,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
23.481262,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
23.482113,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.483245,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
23.485264,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
23.492167,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.495264,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
23.502001,18DA0BF9,8,02 10 03 E9 70 6E 88 F5,1,0
23.502569,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.503554,18DAF90B,8,06 50 03 00 32 01 F4 FF,1,0
23.504234,18DA0BF9,8,03 22 F1 01 EE AE B2 4F,1,0
23.505256,0C00290B,8,30 FF FF 7D FF FF FF 66,1,0
23.508495,18DAF90B,8,10 CB 62 F1 01 58 30 30,1,0
23.509172,18DA0BF9,8,30 20 00 F1 01 58 30 30,1,0
23.509762,18DAF90B,8,21 30 30 31 03 04 0F 17,1,0
23.510371,18DAF90B,8,22 18 4B 0D 31 38 39 34,1,0
23.511099,1CEBFF00,8,01 30 11 9E A0 41 A3 40,1,0
23.511652,18DAF90B,8,23 30 36 36 83 25 42 FF,1,0
23.512224,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.512804,18DAF90B,8,24 FF FF FF FF FF FF FF,1,0
